gene_id	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status
LITCHI021795	378	378	303	1.00000000	0.80158730	PASS	0		PASS	PASS
LITCHI021796	210	210	210	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021797	2013	2013	2013	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021798	582	582	582	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021799	402	402	279	1.00000000	0.69402985	FAIL	0		PASS	FAIL
LITCHI021800	2132	2132	1959	1.00000000	0.91885553	PASS	0		PASS	PASS
LITCHI021801	1941	1941	1820	1.00000000	0.93766100	PASS	0		PASS	PASS
LITCHI021802	666	666	666	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021803	534	534	534	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021804	3700	3700	3700	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021805	5004	5004	5004	1.00000000	1.00000000	PASS	1	LITCHI021806	FAIL	FAIL
LITCHI021806	5983	5983	5983	1.00000000	1.00000000	PASS	1	LITCHI021805	FAIL	FAIL
LITCHI021807	2072	2072	2072	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021808	4119	4119	4119	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021809	1755	1755	1755	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021810	4839	4839	4839	1.00000000	1.00000000	PASS	1	LITCHI021811	FAIL	FAIL
LITCHI021811	3382	3382	3382	1.00000000	1.00000000	PASS	1	LITCHI021810	FAIL	FAIL
LITCHI021812	951	951	951	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021813	2072	2072	2072	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021814	1212	1212	1212	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021815	3117	3117	3117	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021816	330	330	261	1.00000000	0.79090909	FAIL	0		PASS	FAIL
LITCHI021817	2310	2310	2310	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021818	11654	11654	11642	1.00000000	0.99897031	PASS	0		PASS	PASS
LITCHI021819	483	483	453	1.00000000	0.93788820	PASS	0		PASS	PASS
LITCHI021820	327	327	327	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021821	630	630	630	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021822	357	357	357	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021823	4069	4069	3958	1.00000000	0.97272057	PASS	0		PASS	PASS
LITCHI021824	195	195	195	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021825	6714	6714	6714	1.00000000	1.00000000	PASS	1	LITCHI021826	FAIL	FAIL
LITCHI021826	4054	4054	4054	1.00000000	1.00000000	PASS	1	LITCHI021825	FAIL	FAIL
LITCHI021827	2947	2947	2947	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021828	2011	2011	2011	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021829	3722	3722	3722	1.00000000	1.00000000	PASS	1	LITCHI021830	FAIL	FAIL
LITCHI021830	264	264	264	1.00000000	1.00000000	PASS	1	LITCHI021829	FAIL	FAIL
LITCHI021831	2367	2367	2367	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021832	4017	4017	4017	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021833	2789	2789	2789	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021834	1967	1967	1967	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021835	1288	1288	210	1.00000000	0.16304348	FAIL	1	LITCHI021836	FAIL	FAIL
LITCHI021836	5559	5559	338	1.00000000	0.06080230	FAIL	2	LITCHI021835;LITCHI021837	FAIL	FAIL
LITCHI021837	853	853	0	1.00000000	0.00000000	FAIL	1	LITCHI021836	FAIL	FAIL
LITCHI021838	2712	2712	137	1.00000000	0.05051622	FAIL	0		PASS	FAIL
LITCHI021839	1559	1559	455	1.00000000	0.29185375	FAIL	0		PASS	FAIL
LITCHI021840	2713	2713	57	1.00000000	0.02100995	FAIL	0		PASS	FAIL
LITCHI021841	2302	2302	277	1.00000000	0.12033015	FAIL	0		PASS	FAIL
LITCHI021842	1490	1490	128	1.00000000	0.08590604	FAIL	0		PASS	FAIL
LITCHI021843	1125	1125	78	1.00000000	0.06933333	FAIL	0		PASS	FAIL
LITCHI021844	1066	1066	46	1.00000000	0.04315197	FAIL	0		PASS	FAIL
LITCHI021845	4403	4403	150	1.00000000	0.03406768	FAIL	1	LITCHI021846	FAIL	FAIL
LITCHI021846	724	724	0	1.00000000	0.00000000	FAIL	1	LITCHI021845	FAIL	FAIL
LITCHI021847	2716	2716	368	1.00000000	0.13549337	FAIL	0		PASS	FAIL
LITCHI021848	2299	2299	276	1.00000000	0.12005220	FAIL	0		PASS	FAIL
LITCHI021849	3435	3435	1018	1.00000000	0.29636099	FAIL	0		PASS	FAIL
LITCHI021850	462	462	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI021851	1767	1751	663	0.99094510	0.37864078	FAIL	0		PASS	FAIL
LITCHI021852	1594	1594	1366	1.00000000	0.85696361	PASS	1	LITCHI021853	FAIL	FAIL
LITCHI021853	1088	1088	954	1.00000000	0.87683824	PASS	1	LITCHI021852	FAIL	FAIL
LITCHI021854	1721	1721	1721	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021855	3602	3602	3602	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021856	3355	3355	3355	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021857	3258	3258	3258	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021858	4969	4969	4957	1.00000000	0.99758503	PASS	0		PASS	PASS
LITCHI021859	1595	1595	1595	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021860	2971	2971	2971	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021861	1664	1664	1583	1.00000000	0.95132212	PASS	0		PASS	PASS
LITCHI021862	1967	1967	1920	1.00000000	0.97610574	PASS	0		PASS	PASS
LITCHI021863	201	201	201	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021864	648	648	646	1.00000000	0.99691358	PASS	0		PASS	PASS
LITCHI021865	255	255	255	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021866	645	645	645	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021867	378	378	378	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021868	1816	1816	1699	1.00000000	0.93557269	PASS	1	LITCHI021869	FAIL	FAIL
LITCHI021869	10384	10384	10296	1.00000000	0.99152542	PASS	3	LITCHI021868;LITCHI021870;LITCHI021871	FAIL	FAIL
LITCHI021870	1416	1416	1416	1.00000000	1.00000000	PASS	1	LITCHI021869	FAIL	FAIL
LITCHI021871	378	378	378	1.00000000	1.00000000	PASS	1	LITCHI021869	FAIL	FAIL
LITCHI021872	689	689	689	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021873	1808	1808	1808	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021874	2007	2007	2007	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021875	3634	3634	3634	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021876	2964	2964	2964	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021877	895	895	895	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021878	3211	3211	3211	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021879	2739	2739	2739	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021880	2027	2027	2027	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021881	198	198	198	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021882	2345	2345	2345	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021883	6725	6725	6715	1.00000000	0.99851301	PASS	1	LITCHI021884	FAIL	FAIL
LITCHI021884	7299	7299	7289	1.00000000	0.99862995	PASS	1	LITCHI021883	FAIL	FAIL
LITCHI021885	2695	2695	2695	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021886	3128	3128	3128	1.00000000	1.00000000	PASS	1	LITCHI021887	FAIL	FAIL
LITCHI021887	7797	7797	7797	1.00000000	1.00000000	PASS	2	LITCHI021886;LITCHI021888	FAIL	FAIL
LITCHI021888	2403	2403	2403	1.00000000	1.00000000	PASS	1	LITCHI021887	FAIL	FAIL
LITCHI021889	1538	1538	1538	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021890	869	869	869	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021891	1060	1060	1060	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021892	3350	3350	2963	1.00000000	0.88447761	PASS	0		PASS	PASS
LITCHI021893	237	237	169	1.00000000	0.71308017	FAIL	0		PASS	FAIL
LITCHI021894	378	378	378	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021895	411	411	411	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021896	4643	4643	4208	1.00000000	0.90631058	PASS	0		PASS	PASS
LITCHI021897	4885	4885	4885	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021898	2844	2844	2844	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021899	1378	1378	1378	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021900	3206	3206	3206	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021901	2286	2286	2286	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021902	2406	2406	2406	1.00000000	1.00000000	PASS	1	LITCHI021903	FAIL	FAIL
LITCHI021903	615	615	615	1.00000000	1.00000000	PASS	1	LITCHI021902	FAIL	FAIL
LITCHI021904	1857	1857	1857	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021905	1609	1609	1609	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021906	3093	3043	3034	0.98383446	0.99704239	PASS	0		PASS	PASS
LITCHI021907	4047	4047	4047	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021908	1904	1904	1904	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021909	2870	2870	2870	1.00000000	1.00000000	PASS	1	LITCHI021910	FAIL	FAIL
LITCHI021910	276	276	276	1.00000000	1.00000000	PASS	1	LITCHI021909	FAIL	FAIL
LITCHI021911	1604	1604	1604	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021912	880	880	880	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021913	4139	4139	4139	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021914	1950	1950	1950	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021915	1347	1347	1347	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021916	2992	2992	2992	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021917	3629	3629	3629	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021918	1844	1844	1844	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021919	509	509	509	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021920	1438	1438	1438	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021921	1525	1525	1525	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021922	5981	5981	5981	1.00000000	1.00000000	PASS	3	LITCHI021923;LITCHI021924;LITCHI021925	FAIL	FAIL
LITCHI021923	1050	1050	1050	1.00000000	1.00000000	PASS	1	LITCHI021922	FAIL	FAIL
LITCHI021924	264	264	264	1.00000000	1.00000000	PASS	1	LITCHI021922	FAIL	FAIL
LITCHI021925	2492	2492	2492	1.00000000	1.00000000	PASS	1	LITCHI021922	FAIL	FAIL
LITCHI021926	1940	1940	1937	1.00000000	0.99845361	PASS	0		PASS	PASS
LITCHI021927	3449	3449	3366	1.00000000	0.97593505	PASS	1	LITCHI021928	FAIL	FAIL
LITCHI021928	6848	6848	6424	1.00000000	0.93808411	PASS	1	LITCHI021927	FAIL	FAIL
LITCHI021929	2102	2102	2102	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021930	1502	1502	330	1.00000000	0.21970706	FAIL	0		PASS	FAIL
LITCHI021931	1282	1282	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI021932	1301	1301	133	1.00000000	0.10222905	FAIL	0		PASS	FAIL
LITCHI021933	2685	2685	438	1.00000000	0.16312849	FAIL	0		PASS	FAIL
LITCHI021934	1033	1033	24	1.00000000	0.02323330	FAIL	0		PASS	FAIL
LITCHI021935	870	870	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI021936	723	723	723	1.00000000	1.00000000	PASS	1	LITCHI021937	FAIL	FAIL
LITCHI021937	636	636	636	1.00000000	1.00000000	PASS	1	LITCHI021936	FAIL	FAIL
LITCHI021938	1012	1012	1012	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021939	324	324	324	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021940	4011	4011	4011	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021941	3824	3824	3824	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021942	3483	3483	3483	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021943	3076	3076	3076	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021944	2330	2330	2330	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021945	3629	3629	3629	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021946	3226	3226	3226	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021947	3663	3663	3663	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021948	2003	2003	2003	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021949	1824	1824	1824	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021950	2818	2818	2818	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021951	7932	7932	7886	1.00000000	0.99420071	PASS	0		PASS	PASS
LITCHI021952	1092	1092	1092	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021953	1090	1090	1090	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021954	3178	3178	3174	1.00000000	0.99874135	PASS	0		PASS	PASS
LITCHI021955	360	360	49	1.00000000	0.13611111	FAIL	0		PASS	FAIL
LITCHI021956	318	318	59	1.00000000	0.18553459	FAIL	0		PASS	FAIL
LITCHI021957	619	619	619	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021958	1499	1499	267	1.00000000	0.17811875	FAIL	0		PASS	FAIL
LITCHI021959	1282	1282	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI021960	1210	1210	133	1.00000000	0.10991736	FAIL	0		PASS	FAIL
LITCHI021961	2368	2368	271	1.00000000	0.11444257	FAIL	0		PASS	FAIL
LITCHI021962	1033	1033	24	1.00000000	0.02323330	FAIL	0		PASS	FAIL
LITCHI021963	870	870	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI021964	5126	5126	5086	1.00000000	0.99219664	PASS	1	LITCHI021965	FAIL	FAIL
LITCHI021965	3195	3195	3195	1.00000000	1.00000000	PASS	1	LITCHI021964	FAIL	FAIL
LITCHI021966	1698	1698	1698	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021967	2482	2482	2482	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021968	1911	1911	1911	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021969	2115	2115	2115	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021970	2232	2232	2229	1.00000000	0.99865591	PASS	0		PASS	PASS
LITCHI021971	2128	2128	2128	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021972	3726	3726	3726	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021973	437	437	437	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021974	854	854	854	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021975	911	911	911	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021976	1056	1056	1056	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021977	7527	7527	4833	1.00000000	0.64208848	FAIL	0		PASS	FAIL
LITCHI021978	2654	2654	2654	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021979	2807	2807	2807	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021980	1917	1917	1917	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021981	4203	4203	4203	1.00000000	1.00000000	PASS	1	LITCHI021982	FAIL	FAIL
LITCHI021982	3754	3754	3754	1.00000000	1.00000000	PASS	1	LITCHI021981	FAIL	FAIL
LITCHI021983	2088	2088	2088	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021984	779	779	779	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021985	3138	3138	3138	1.00000000	1.00000000	PASS	1	LITCHI021986	FAIL	FAIL
LITCHI021986	2903	2903	2903	1.00000000	1.00000000	PASS	1	LITCHI021985	FAIL	FAIL
LITCHI021987	3047	3047	3047	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021988	1405	1405	1405	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021989	2678	2678	2678	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021990	2152	2152	2152	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021991	1987	1987	1987	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021992	2137	2137	2137	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021993	5615	5615	5615	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021994	2325	2325	2325	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021995	5284	5284	5284	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021996	1485	1485	1485	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021997	891	891	891	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021998	1969	1969	1969	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI021999	3065	3065	3065	1.00000000	1.00000000	PASS	1	LITCHI022000	FAIL	FAIL
LITCHI022000	1140	1140	1140	1.00000000	1.00000000	PASS	1	LITCHI021999	FAIL	FAIL
LITCHI022001	4815	4815	4815	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022002	6333	6333	5762	1.00000000	0.90983736	PASS	0		PASS	PASS
LITCHI022003	3582	3582	3257	1.00000000	0.90926857	PASS	0		PASS	PASS
LITCHI022004	2740	2740	2681	1.00000000	0.97846715	PASS	0		PASS	PASS
LITCHI022005	246	246	82	1.00000000	0.33333333	FAIL	0		PASS	FAIL
LITCHI022006	282	282	272	1.00000000	0.96453901	PASS	0		PASS	PASS
LITCHI022007	2665	2665	2655	1.00000000	0.99624765	PASS	0		PASS	PASS
LITCHI022008	8557	8557	8557	1.00000000	1.00000000	PASS	1	LITCHI022009	FAIL	FAIL
LITCHI022009	9547	9547	9547	1.00000000	1.00000000	PASS	1	LITCHI022008	FAIL	FAIL
LITCHI022010	4657	4657	4657	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022011	3151	3151	3151	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022012	10253	10253	10253	1.00000000	1.00000000	PASS	1	LITCHI022013	FAIL	FAIL
LITCHI022013	7222	7222	7222	1.00000000	1.00000000	PASS	1	LITCHI022012	FAIL	FAIL
LITCHI022014	1121	1121	1121	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022015	1977	1977	1977	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022016	672	672	672	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022017	342	342	342	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022018	2617	2617	2617	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022019	1407	1407	1407	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022020	318	318	318	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022021	897	897	897	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022022	5015	5015	5015	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022023	1384	1384	1384	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022024	3663	3663	3663	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022025	3599	3599	3599	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022026	7213	7213	7213	1.00000000	1.00000000	PASS	1	LITCHI022027	FAIL	FAIL
LITCHI022027	8225	8225	8225	1.00000000	1.00000000	PASS	1	LITCHI022026	FAIL	FAIL
LITCHI022028	5966	5966	5966	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022029	2152	2152	2152	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022030	1605	1605	1605	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022031	1677	1677	1677	1.00000000	1.00000000	PASS	1	LITCHI022032	FAIL	FAIL
LITCHI022032	192	192	192	1.00000000	1.00000000	PASS	1	LITCHI022031	FAIL	FAIL
LITCHI022033	1698	1698	1698	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022034	1676	1676	1676	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022035	1523	1523	1523	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022036	827	827	827	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022037	2595	2595	2595	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022038	2515	2515	2463	1.00000000	0.97932406	PASS	0		PASS	PASS
LITCHI022039	6052	6052	6011	1.00000000	0.99322538	PASS	0		PASS	PASS
LITCHI022040	837	837	837	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022041	3111	3111	3111	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022042	2120	2120	2120	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022043	1434	1434	1434	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022044	4806	4806	4806	1.00000000	1.00000000	PASS	2	LITCHI022045;LITCHI022046	FAIL	FAIL
LITCHI022045	2151	2151	2151	1.00000000	1.00000000	PASS	1	LITCHI022044	FAIL	FAIL
LITCHI022046	2568	2568	2568	1.00000000	1.00000000	PASS	1	LITCHI022044	FAIL	FAIL
LITCHI022047	4631	4631	4631	1.00000000	1.00000000	PASS	1	LITCHI022048	FAIL	FAIL
LITCHI022048	4140	4140	4140	1.00000000	1.00000000	PASS	1	LITCHI022047	FAIL	FAIL
LITCHI022049	904	904	904	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022050	2509	2509	2509	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022051	1738	1738	1738	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022052	3980	3980	3980	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022053	1160	1160	1160	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022054	3483	3483	3483	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022055	5650	5650	5650	1.00000000	1.00000000	PASS	1	LITCHI022056	FAIL	FAIL
LITCHI022056	7595	7595	7595	1.00000000	1.00000000	PASS	1	LITCHI022055	FAIL	FAIL
LITCHI022057	818	818	818	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022058	2509	2509	2509	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022059	3759	3759	2939	1.00000000	0.78185688	FAIL	0		PASS	FAIL
LITCHI022060	2421	2421	65	1.00000000	0.02684841	FAIL	0		PASS	FAIL
LITCHI022061	219	219	35	1.00000000	0.15981735	FAIL	0		PASS	FAIL
LITCHI022062	633	633	0	1.00000000	0.00000000	FAIL	1	LITCHI022063	FAIL	FAIL
LITCHI022063	2836	2836	164	1.00000000	0.05782793	FAIL	2	LITCHI022062;LITCHI022064	FAIL	FAIL
LITCHI022064	755	755	97	1.00000000	0.12847682	FAIL	1	LITCHI022063	FAIL	FAIL
LITCHI022065	1702	1702	464	1.00000000	0.27262045	FAIL	0		PASS	FAIL
LITCHI022066	2421	2421	65	1.00000000	0.02684841	FAIL	0		PASS	FAIL
LITCHI022067	180	180	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI022068	633	633	0	1.00000000	0.00000000	FAIL	1	LITCHI022069	FAIL	FAIL
LITCHI022069	2318	2318	171	1.00000000	0.07377049	FAIL	2	LITCHI022068;LITCHI022070	FAIL	FAIL
LITCHI022070	756	756	98	1.00000000	0.12962963	FAIL	1	LITCHI022069	FAIL	FAIL
LITCHI022071	1698	1698	460	1.00000000	0.27090695	FAIL	0		PASS	FAIL
LITCHI022072	685	685	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI022073	477	477	103	1.00000000	0.21593291	FAIL	0		PASS	FAIL
LITCHI022074	2900	2900	146	1.00000000	0.05034483	FAIL	0		PASS	FAIL
LITCHI022075	5517	5517	1247	1.00000000	0.22602864	FAIL	0		PASS	FAIL
LITCHI022076	885	885	44	1.00000000	0.04971751	FAIL	0		PASS	FAIL
LITCHI022077	418	418	112	1.00000000	0.26794258	FAIL	0		PASS	FAIL
LITCHI022078	3454	3454	222	1.00000000	0.06427331	FAIL	0		PASS	FAIL
LITCHI022079	2549	2549	429	1.00000000	0.16830129	FAIL	0		PASS	FAIL
LITCHI022080	1363	1266	278	0.92883346	0.21958926	FAIL	1	LITCHI022081	FAIL	FAIL
LITCHI022081	665	603	533	0.90676692	0.88391376	PASS	1	LITCHI022080	FAIL	FAIL
LITCHI022082	740	740	740	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022083	336	336	336	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022084	2175	2175	2175	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022085	1198	1198	1198	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022086	3479	3479	3479	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022087	1445	1445	1445	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022088	1188	1188	1188	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022089	2991	2991	2991	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022090	4175	4175	4175	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022091	2393	2393	2393	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022092	1128	1128	1128	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022093	4819	4819	4819	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022094	3341	3341	3341	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022095	5538	5538	5530	1.00000000	0.99855544	PASS	0		PASS	PASS
LITCHI022096	4001	4001	4001	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022097	372	372	365	1.00000000	0.98118280	PASS	0		PASS	PASS
LITCHI022098	264	264	264	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022099	378	378	378	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022100	786	786	786	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022101	3837	3837	3837	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022102	1962	1962	1962	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI022103	1447	1447	1447	1.00000000	1.00000000	PASS	0		PASS	PASS
