gene_id	canonical_transcript_id	protein_length	protein_md5	swissprot_accession	swissprot_description	swissprot_query_coverage	rice_ortholog_accession	rice_query_coverage	pfam_accessions	interpro_accessions	architecture_union_coverage	interpro_status	swissprot_evidence_pass	rice_rbh_evidence_pass	interpro_pfam_evidence_pass	annotation_evidence_classes	annotation_evidence_class_count	maximum_supported_sequence_coverage	architecture_conflict_status	high_confidence_annotation	reported_function	annotation_status	annotation_failure
LITCHI030349	LITCHI030349.m3	1002	65e47336e9252de926c811e2ebb98953	P0C8S1	Probable disease resistance RPP8-like protein 2	0.7844311377245509					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7844311377245509	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable disease resistance RPP8-like protein 2	FAMILY_LEVEL_FUNCTION	False
LITCHI030441	LITCHI030441.m1	505	4d59b7fa75a7d54cca416240e617de0c	P29677	Mitochondrial-processing peptidase subunit alpha	1.0					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Mitochondrial-processing peptidase subunit alpha	FAMILY_LEVEL_FUNCTION	False
LITCHI030520	LITCHI030520.m1	934	3499cf7b85a7573ba91a43381b7daadb	F4J1H7	tRNAse Z TRZ4, mitochondrial	0.9143468950749465					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9143468950749465	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	tRNAse Z TRZ4, mitochondrial	FAMILY_LEVEL_FUNCTION	False
LITCHI030689	LITCHI030689.m1	188	0803c9a73bd5f3c4cc4c6a62bc741012								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI030690	LITCHI030690.m2	304	587ce56820c8176fd5e16d312b05ffe8								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI030745	LITCHI030745.m1	609	d7e9119ab5e49db0ca3144a14317ca66	A0A0N9HQ36	Deoxypodophyllotoxin synthase	0.5123152709359606					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.5123152709359606	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Deoxypodophyllotoxin synthase	UNANNOTATED	False
LITCHI030761	LITCHI030761.m1	329	f3baf2cffe7258fe36f509dcf6fc0911	Q9C942	Caffeoylshikimate esterase	1.0091185410334347	A0A0P0VG76	0.936			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0091185410334347	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Caffeoylshikimate esterase	FAMILY_LEVEL_FUNCTION	False
LITCHI030763	LITCHI030763.m1	903	012d07179308ebaac2f3f4ed50d09aa4	Q8RXS5	Probable disease resistance protein At5g63020	1.0066445182724253					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0066445182724253	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable disease resistance protein At5g63020	FAMILY_LEVEL_FUNCTION	False
LITCHI030858	LITCHI030858.m1	208	98f6cd887aaddd6b9e830383fa2cd72f								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI030862	LITCHI030862.m1	240	ec2840003f2b3ef7d853efa521455127	Q9SSQ8	26.5 kDa heat shock protein, mitochondrial	1.025					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.025	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	26.5 kDa heat shock protein, mitochondrial	FAMILY_LEVEL_FUNCTION	False
LITCHI030869	LITCHI030869.m1	817	d2e69872f9bdae0ba068ec4302911c69	Q8RWZ5	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5	0.988984088127295	Q0DC23	0.965			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.988984088127295	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5	FAMILY_LEVEL_FUNCTION	False
LITCHI031005	LITCHI031005.m1	801	fa3ee5512f073eda0842690a1f8a389d	Q2QYH7	Cytochrome P450 714C2	0.6117353308364545					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.6117353308364545	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Cytochrome P450 714C2	UNANNOTATED	False
LITCHI031010	LITCHI031010.m1	374	18bb2d59d2c2a2b985b15bcb74209fbc	Q96EX2	E3 ubiquitin-protein ligase RNFT2	0.7887700534759359					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7887700534759359	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	E3 ubiquitin-protein ligase RNFT2	FAMILY_LEVEL_FUNCTION	False
LITCHI031097	LITCHI031097.m1	427	5dd83e68aad6bbd039bedf9c59a9f5f3	O22932	CBL-interacting serine/threonine-protein kinase 11	0.990632318501171					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.990632318501171	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	CBL-interacting serine/threonine-protein kinase 11	FAMILY_LEVEL_FUNCTION	False
LITCHI031200	LITCHI031200.m1	334	6feef959f0c26aba8c28410b43787c9f								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False
LITCHI031372	LITCHI031372.m1	425	ef26797c7ba5243fbf1e761b307ff5b5	Q9FLD7	Beta-glucuronosyltransferase GlcAT14A	0.8494117647058823	A0A0P0W8A9	0.824			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.8494117647058823	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Beta-glucuronosyltransferase GlcAT14A	FAMILY_LEVEL_FUNCTION	False
LITCHI031448	LITCHI031448.m1	765	daa6c60ba66dc5fa5e773ded6920b53a	P0DXI2	Tirucalla-7,24-dien-3beta-ol synthase OSC2	0.9973856209150327					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9973856209150327	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Tirucalla-7,24-dien-3beta-ol synthase OSC2	FAMILY_LEVEL_FUNCTION	False
LITCHI031732	LITCHI031732.m1	538	19f2ab80f792529b16cd9280464dfe83	B3H672	Pentatricopeptide repeat-containing protein At4g17616	0.9962825278810409	A0A0P0X5X6	0.784			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9962825278810409	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Pentatricopeptide repeat-containing protein At4g17616	FAMILY_LEVEL_FUNCTION	False
