gene_id	transcript_id	swissprot_accession	swissprot_description	percent_identity	alignment_length	query_length	subject_length	query_coverage	subject_coverage	evalue	bitscore	subject_id	subject_title
LITCHI014858	LITCHI014858.m1	Q4VNK0	Selenocysteine Se-methyltransferase	68.8	330	339	346	0.9734513274336283	0.953757225433526	3.64e-165	467	sp|Q4VNK0|SMTA_BRAOT	sp|Q4VNK0|SMTA_BRAOT Selenocysteine Se-methyltransferase OS=Brassica oleracea var. italica OX=36774 GN=SMT PE=1 SV=1
LITCHI014858	LITCHI014858.m1	Q9FUM9	Homocysteine S-methyltransferase 2	68.8	314	339	339	0.9262536873156342	0.9262536873156342	1.87e-156	444	sp|Q9FUM9|HMT2_MAIZE	sp|Q9FUM9|HMT2_MAIZE Homocysteine S-methyltransferase 2 OS=Zea mays OX=4577 GN=HMT-2 PE=2 SV=1
LITCHI029495	LITCHI029495.m1	O65469	Putative cysteine-rich receptor-like protein kinase 9	32.8	232	330	265	0.703030303030303	0.8754716981132076	3.09e-34	129	sp|O65469|CRK9_ARATH	sp|O65469|CRK9_ARATH Putative cysteine-rich receptor-like protein kinase 9 OS=Arabidopsis thaliana OX=3702 GN=CRK9 PE=5 SV=1
LITCHI029495	LITCHI029495.m1	Q5Q0E2	Cysteine-rich repeat secretory protein 9	31.0	252	330	324	0.7636363636363637	0.7777777777777778	1.19e-32	126	sp|Q5Q0E2|CRRS9_ARATH	sp|Q5Q0E2|CRRS9_ARATH Cysteine-rich repeat secretory protein 9 OS=Arabidopsis thaliana OX=3702 GN=CRRSP9 PE=2 SV=1
LITCHI029495	LITCHI029495.m1	Q9SYB1	Cysteine-rich repeat secretory protein 1	32.6	239	330	341	0.7242424242424242	0.7008797653958945	1.66e-32	126	sp|Q9SYB1|CRRS1_ARATH	sp|Q9SYB1|CRRS1_ARATH Cysteine-rich repeat secretory protein 1 OS=Arabidopsis thaliana OX=3702 GN=CRRSP1 PE=3 SV=3
LITCHI029495	LITCHI029495.m1	P0DO63	Antimicrobial ginkbilobin-2-like protein	31.6	215	330	241	0.6515151515151515	0.8921161825726142	2.66e-32	123	sp|P0DO63|GNK2L_CASCR	sp|P0DO63|GNK2L_CASCR Antimicrobial ginkbilobin-2-like protein OS=Castanea crenata OX=103480 GN=GNK2L PE=2 SV=1
LITCHI029495	LITCHI029495.m1	Q9LRJ9	Cysteine-rich repeat secretory protein 38	32.2	205	330	252	0.6212121212121212	0.8134920634920635	1.43e-29	116	sp|Q9LRJ9|CRR38_ARATH	sp|Q9LRJ9|CRR38_ARATH Cysteine-rich repeat secretory protein 38 OS=Arabidopsis thaliana OX=3702 GN=CRRSP38 PE=2 SV=1
LITCHI030761	LITCHI030761.m1	Q9C942	Caffeoylshikimate esterase	78.6	332	329	332	1.0091185410334347	1.0	2.40e-199	552	sp|Q9C942|CSE_ARATH	sp|Q9C942|CSE_ARATH Caffeoylshikimate esterase OS=Arabidopsis thaliana OX=3702 GN=CSE PE=1 SV=1
LITCHI030761	LITCHI030761.m1	A0QNZ7	Monoacylglycerol lipase	26.7	262	329	280	0.7963525835866262	0.9357142857142857	6.61e-22	96.7	sp|A0QNZ7|MGLL_MYCS2	sp|A0QNZ7|MGLL_MYCS2 Monoacylglycerol lipase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0220 PE=1 SV=1
LITCHI030761	LITCHI030761.m1	Q8R431	Monoglyceride lipase	27.2	268	329	303	0.8145896656534954	0.8844884488448845	1.84e-21	95.9	sp|Q8R431|MGLL_RAT	sp|Q8R431|MGLL_RAT Monoglyceride lipase OS=Rattus norvegicus OX=10116 GN=Mgll PE=1 SV=1
LITCHI030761	LITCHI030761.m1	O35678	Monoglyceride lipase	27.0	267	329	303	0.8115501519756839	0.8811881188118812	1.84e-21	95.9	sp|O35678|MGLL_MOUSE	sp|O35678|MGLL_MOUSE Monoglyceride lipase OS=Mus musculus OX=10090 GN=Mgll PE=1 SV=1
LITCHI030761	LITCHI030761.m1	Q99685	Monoglyceride lipase	28.8	274	329	303	0.8328267477203647	0.9042904290429042	4.81e-21	94.7	sp|Q99685|MGLL_HUMAN	sp|Q99685|MGLL_HUMAN Monoglyceride lipase OS=Homo sapiens OX=9606 GN=MGLL PE=1 SV=2
LITCHI024578	LITCHI024578.m1	Q681X4	Zinc finger protein ZAT5	41.8	325	327	286	0.9938837920489296	1.1363636363636365	2.65e-51	174	sp|Q681X4|ZAT5_ARATH	sp|Q681X4|ZAT5_ARATH Zinc finger protein ZAT5 OS=Arabidopsis thaliana OX=3702 GN=ZAT5 PE=2 SV=1
LITCHI024578	LITCHI024578.m1	Q9SSW1	Zinc finger protein AZF1	31.8	220	327	245	0.672782874617737	0.8979591836734694	3.79e-14	74.3	sp|Q9SSW1|AZF1_ARATH	sp|Q9SSW1|AZF1_ARATH Zinc finger protein AZF1 OS=Arabidopsis thaliana OX=3702 GN=AZF1 PE=2 SV=1
LITCHI024578	LITCHI024578.m1	Q9M202	Zinc finger protein ZAT9	31.4	207	327	288	0.6330275229357798	0.71875	8.93e-14	73.9	sp|Q9M202|ZAT9_ARATH	sp|Q9M202|ZAT9_ARATH Zinc finger protein ZAT9 OS=Arabidopsis thaliana OX=3702 GN=ZAT9 PE=2 SV=1
LITCHI024578	LITCHI024578.m1	Q9SSW2	Zinc finger protein AZF2	31.7	205	327	273	0.6269113149847095	0.7509157509157509	4.78e-13	71.6	sp|Q9SSW2|AZF2_ARATH	sp|Q9SSW2|AZF2_ARATH Zinc finger protein AZF2 OS=Arabidopsis thaliana OX=3702 GN=AZF2 PE=2 SV=1
LITCHI024578	LITCHI024578.m1	O22533	Zinc finger protein ZAT6	29.4	211	327	238	0.6452599388379205	0.8865546218487395	6.62e-10	62.0	sp|O22533|ZAT6_ARATH	sp|O22533|ZAT6_ARATH Zinc finger protein ZAT6 OS=Arabidopsis thaliana OX=3702 GN=ZAT6 PE=2 SV=1
LITCHI029443	LITCHI029443.m1	Q8LPI0	Putative cysteine-rich receptor-like protein kinase At4g11521	36.7	251	325	265	0.7723076923076924	0.9471698113207547	8.88e-53	177	sp|Q8LPI0|CRK_ARATH	sp|Q8LPI0|CRK_ARATH Putative cysteine-rich receptor-like protein kinase At4g11521 OS=Arabidopsis thaliana OX=3702 GN=At4g11521 PE=5 SV=1
LITCHI029443	LITCHI029443.m1	Q9LRJ9	Cysteine-rich repeat secretory protein 38	34.1	214	325	252	0.6584615384615384	0.8492063492063492	6.41e-37	135	sp|Q9LRJ9|CRR38_ARATH	sp|Q9LRJ9|CRR38_ARATH Cysteine-rich repeat secretory protein 38 OS=Arabidopsis thaliana OX=3702 GN=CRRSP38 PE=2 SV=1
LITCHI029443	LITCHI029443.m1	Q9LRL8	Putative cysteine-rich repeat secretory protein 21	30.1	236	325	256	0.7261538461538461	0.921875	3.26e-33	126	sp|Q9LRL8|CRR21_ARATH	sp|Q9LRL8|CRR21_ARATH Putative cysteine-rich repeat secretory protein 21 OS=Arabidopsis thaliana OX=3702 GN=CRRSP21 PE=5 SV=2
LITCHI029443	LITCHI029443.m1	P0CJ61	Cysteine-rich repeat secretory protein 54	30.0	237	325	256	0.7292307692307692	0.92578125	6.97e-31	120	sp|P0CJ61|CRR54_ARATH	sp|P0CJ61|CRR54_ARATH Cysteine-rich repeat secretory protein 54 OS=Arabidopsis thaliana OX=3702 GN=CRRSP54 PE=3 SV=1
LITCHI029443	LITCHI029443.m1	P0CJ60	Cysteine-rich repeat secretory protein 53	30.0	237	325	256	0.7292307692307692	0.92578125	6.97e-31	120	sp|P0CJ60|CRR53_ARATH	sp|P0CJ60|CRR53_ARATH Cysteine-rich repeat secretory protein 53 OS=Arabidopsis thaliana OX=3702 GN=CRRSP53 PE=3 SV=1
LITCHI019822	LITCHI019822.m1	Q9STT1	U-box domain-containing protein 39	28.7	289	325	531	0.8892307692307693	0.544256120527307	1.12e-12	72.0	sp|Q9STT1|PUB39_ARATH	sp|Q9STT1|PUB39_ARATH U-box domain-containing protein 39 OS=Arabidopsis thaliana OX=3702 GN=PUB39 PE=1 SV=2
LITCHI016917	LITCHI016917.m1	Q39262	Zinc finger protein 3	44.0	250	325	235	0.7692307692307693	1.0638297872340425	1.06e-37	137	sp|Q39262|ZFP3_ARATH	sp|Q39262|ZFP3_ARATH Zinc finger protein 3 OS=Arabidopsis thaliana OX=3702 GN=ZFP3 PE=1 SV=1
LITCHI016917	LITCHI016917.m1	Q42485	Zinc finger protein 1	42.7	220	325	228	0.676923076923077	0.9649122807017544	6.23e-33	124	sp|Q42485|ZFP1_ARATH	sp|Q42485|ZFP1_ARATH Zinc finger protein 1 OS=Arabidopsis thaliana OX=3702 GN=ZFP1 PE=2 SV=1
LITCHI010765	LITCHI010765.m2	P46604	Homeobox-leucine zipper protein HAT22	50.1	335	314	278	1.0668789808917198	1.2050359712230216	4.34e-77	239	sp|P46604|HAT22_ARATH	sp|P46604|HAT22_ARATH Homeobox-leucine zipper protein HAT22 OS=Arabidopsis thaliana OX=3702 GN=HAT22 PE=1 SV=1
LITCHI010765	LITCHI010765.m2	P46603	Homeobox-leucine zipper protein HAT9	47.9	340	314	274	1.0828025477707006	1.2408759124087592	5.26e-69	219	sp|P46603|HAT9_ARATH	sp|P46603|HAT9_ARATH Homeobox-leucine zipper protein HAT9 OS=Arabidopsis thaliana OX=3702 GN=HAT9 PE=1 SV=2
LITCHI010765	LITCHI010765.m2	Q8GRL4	Homeobox-leucine zipper protein HOX19	47.4	232	314	292	0.7388535031847133	0.7945205479452054	5.63e-48	165	sp|Q8GRL4|HOX19_ORYSJ	sp|Q8GRL4|HOX19_ORYSJ Homeobox-leucine zipper protein HOX19 OS=Oryza sativa subsp. japonica OX=39947 GN=HOX19 PE=2 SV=1
LITCHI010765	LITCHI010765.m2	A2XE76	Homeobox-leucine zipper protein HOX19	47.4	232	314	292	0.7388535031847133	0.7945205479452054	5.63e-48	165	sp|A2XE76|HOX19_ORYSI	sp|A2XE76|HOX19_ORYSI Homeobox-leucine zipper protein HOX19 OS=Oryza sativa subsp. indica OX=39946 GN=HOX19 PE=2 SV=1
LITCHI010765	LITCHI010765.m2	A2Z4C4	Homeobox-leucine zipper protein HOX15	45.9	207	314	248	0.6592356687898089	0.8346774193548387	4.14e-42	149	sp|A2Z4C4|HOX15_ORYSI	sp|A2Z4C4|HOX15_ORYSI Homeobox-leucine zipper protein HOX15 OS=Oryza sativa subsp. indica OX=39946 GN=HOX15 PE=2 SV=1
LITCHI011959	LITCHI011959.m1	P20593	Interferon-induced GTP-binding protein Mx (Fragment)	27.2	184	309	301	0.5954692556634305	0.6112956810631229	5.50e-10	62.8	sp|P20593|MX_PERFL	sp|P20593|MX_PERFL Interferon-induced GTP-binding protein Mx (Fragment) OS=Perca fluviatilis OX=8168 GN=mx PE=2 SV=1
LITCHI010273	LITCHI010273.m1	B2WSN1	Eugenol synthase 1	82.8	303	306	308	0.9901960784313726	0.9837662337662337	1.08e-181	506	sp|B2WSN1|EGS1_PETHY	sp|B2WSN1|EGS1_PETHY Eugenol synthase 1 OS=Petunia hybrida OX=4102 GN=EGS1 PE=1 SV=1
LITCHI010273	LITCHI010273.m1	B2WSN0	Eugenol synthase 2	82.0	305	306	309	0.9967320261437909	0.9870550161812298	9.16e-181	503	sp|B2WSN0|EGS2_CLABR	sp|B2WSN0|EGS2_CLABR Eugenol synthase 2 OS=Clarkia breweri OX=36903 GN=EGS2 PE=1 SV=1
LITCHI010273	LITCHI010273.m1	Q9FUW6	Phenylcoumaran benzylic ether reductase Betv6	80.6	304	306	308	0.9934640522875817	0.987012987012987	1.78e-180	503	sp|Q9FUW6|BETV6_BETPN	sp|Q9FUW6|BETV6_BETPN Phenylcoumaran benzylic ether reductase Betv6 OS=Betula pendula OX=3505 GN=BETV6 PE=1 SV=1
LITCHI010273	LITCHI010273.m1	B6VRE8	Phenylcoumaran benzylic ether reductase TP7	80.3	304	306	308	0.9934640522875817	0.987012987012987	5.94e-179	499	sp|B6VRE8|TP7_TOBAC	sp|B6VRE8|TP7_TOBAC Phenylcoumaran benzylic ether reductase TP7 OS=Nicotiana tabacum OX=4097 GN=TP7 PE=1 SV=1
LITCHI010273	LITCHI010273.m1	E1U332	Isoflavone reductase-like protein	80.3	304	306	308	0.9934640522875817	0.987012987012987	2.68e-175	489	sp|E1U332|ALL12_OLEEU	sp|E1U332|ALL12_OLEEU Isoflavone reductase-like protein OS=Olea europaea OX=4146 PE=1 SV=1
LITCHI015702	LITCHI015702.m1	F4J469	Protein TIC 22-like, chloroplastic	50.6	320	301	313	1.06312292358804	1.0223642172523961	4.30e-90	273	sp|F4J469|TI22L_ARATH	sp|F4J469|TI22L_ARATH Protein TIC 22-like, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TIC22L PE=3 SV=1
LITCHI015702	LITCHI015702.m1	Q9ZST9	Protein TIC 22, chloroplastic	42.1	202	301	252	0.6710963455149501	0.8015873015873016	1.27e-41	147	sp|Q9ZST9|TIC22_PEA	sp|Q9ZST9|TIC22_PEA Protein TIC 22, chloroplastic OS=Pisum sativum OX=3888 GN=TIC22 PE=1 SV=1
LITCHI015702	LITCHI015702.m1	Q9SZB2	Protein TIC 22, chloroplastic	42.4	203	301	268	0.6744186046511628	0.7574626865671642	1.06e-40	145	sp|Q9SZB2|TIC22_ARATH	sp|Q9SZB2|TIC22_ARATH Protein TIC 22, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TIC22 PE=1 SV=1
LITCHI025875	LITCHI025875.m1	Q8GXU5	Protein SULFUR DEFICIENCY-INDUCED 1	68.8	292	300	306	0.9733333333333334	0.954248366013072	1.25e-136	391	sp|Q8GXU5|SDI1_ARATH	sp|Q8GXU5|SDI1_ARATH Protein SULFUR DEFICIENCY-INDUCED 1 OS=Arabidopsis thaliana OX=3702 GN=SDI1 PE=2 SV=1
LITCHI025875	LITCHI025875.m1	Q8L730	Protein SULFUR DEFICIENCY-INDUCED 2	63.7	284	300	303	0.9466666666666667	0.9372937293729373	1.57e-117	343	sp|Q8L730|SDI2_ARATH	sp|Q8L730|SDI2_ARATH Protein SULFUR DEFICIENCY-INDUCED 2 OS=Arabidopsis thaliana OX=3702 GN=At1g04770 PE=2 SV=1
LITCHI025875	LITCHI025875.m1	Q9SD20	Protein POLLENLESS 3-LIKE 2	63.0	238	300	430	0.7933333333333333	0.5534883720930233	3.99e-94	288	sp|Q9SD20|MS5L2_ARATH	sp|Q9SD20|MS5L2_ARATH Protein POLLENLESS 3-LIKE 2 OS=Arabidopsis thaliana OX=3702 GN=At3g51280 PE=2 SV=1
LITCHI025875	LITCHI025875.m1	Q9SUC3	Protein POLLENLESS 3	51.2	250	300	434	0.8333333333333334	0.576036866359447	1.68e-79	250	sp|Q9SUC3|MS5_ARATH	sp|Q9SUC3|MS5_ARATH Protein POLLENLESS 3 OS=Arabidopsis thaliana OX=3702 GN=MS5 PE=2 SV=2
LITCHI025875	LITCHI025875.m1	Q9FKV5	Protein POLLENLESS 3-LIKE 1	47.7	243	300	469	0.81	0.5181236673773987	1.71e-64	213	sp|Q9FKV5|MS5L1_ARATH	sp|Q9FKV5|MS5L1_ARATH Protein POLLENLESS 3-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=At5g44330 PE=2 SV=1
LITCHI007095	LITCHI007095.m1	O81004	GTP-binding protein At2g22870	80.2	252	299	300	0.842809364548495	0.84	2.70e-155	438	sp|O81004|Y2287_ARATH	sp|O81004|Y2287_ARATH GTP-binding protein At2g22870 OS=Arabidopsis thaliana OX=3702 GN=EMB2001 PE=2 SV=2
LITCHI007095	LITCHI007095.m1	Q5LDL2	Probable GTP-binding protein EngB	46.4	196	299	201	0.6555183946488294	0.9751243781094527	2.96e-57	186	sp|Q5LDL2|ENGB_BACFN	sp|Q5LDL2|ENGB_BACFN Probable GTP-binding protein EngB OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2) OX=272559 GN=engB PE=3 SV=1
LITCHI007095	LITCHI007095.m1	A0M537	Probable GTP-binding protein EngB	43.4	198	299	198	0.6622073578595318	1.0	3.81e-57	185	sp|A0M537|ENGB_CHRFK	sp|A0M537|ENGB_CHRFK Probable GTP-binding protein EngB OS=Christiangramia forsetii (strain DSM 17595 / CGMCC 1.15422 / KT0803) OX=411154 GN=engB PE=3 SV=1
LITCHI007095	LITCHI007095.m1	Q64UN4	Probable GTP-binding protein EngB	46.4	196	299	201	0.6555183946488294	0.9751243781094527	4.18e-57	185	sp|Q64UN4|ENGB_BACFR	sp|Q64UN4|ENGB_BACFR Probable GTP-binding protein EngB OS=Bacteroides fragilis (strain YCH46) OX=295405 GN=engB PE=3 SV=1
LITCHI007095	LITCHI007095.m1	A6LBY4	Probable GTP-binding protein EngB	44.9	198	299	200	0.6622073578595318	0.99	9.16e-56	182	sp|A6LBY4|ENGB_PARD8	sp|A6LBY4|ENGB_PARD8 Probable GTP-binding protein EngB OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) OX=435591 GN=engB PE=3 SV=1
LITCHI006466	LITCHI006466.m2	A0A1P8B554	Thaumatin-like protein 1	60.0	235	294	260	0.7993197278911565	0.9038461538461539	5.14e-97	289	sp|A0A1P8B554|THLP1_ARATH	sp|A0A1P8B554|THLP1_ARATH Thaumatin-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=TLP1 PE=2 SV=1
LITCHI006466	LITCHI006466.m2	O80327	Thaumatin-like protein 1	58.3	230	294	244	0.782312925170068	0.9426229508196722	1.74e-91	274	sp|O80327|TLP1_PYRPY	sp|O80327|TLP1_PYRPY Thaumatin-like protein 1 OS=Pyrus pyrifolia OX=3767 GN=TL1 PE=1 SV=1
LITCHI006466	LITCHI006466.m2	Q5DWG1	Pathogenesis-related thaumatin-like protein 3.5	60.0	225	294	240	0.7653061224489796	0.9375	4.33e-91	273	sp|Q5DWG1|CRJ35_CRYJA	sp|Q5DWG1|CRJ35_CRYJA Pathogenesis-related thaumatin-like protein 3.5 OS=Cryptomeria japonica OX=3369 PE=1 SV=1
LITCHI006466	LITCHI006466.m2	P83332	Thaumatin-like protein 1	59.6	230	294	246	0.782312925170068	0.9349593495934959	1.41e-88	267	sp|P83332|TLP1_PRUPE	sp|P83332|TLP1_PRUPE Thaumatin-like protein 1 OS=Prunus persica OX=3760 PE=2 SV=1
LITCHI006466	LITCHI006466.m2	Q9FSG7	Thaumatin-like protein 1a	56.5	230	294	246	0.782312925170068	0.9349593495934959	8.61e-85	257	sp|Q9FSG7|TP1A_MALDO	sp|Q9FSG7|TP1A_MALDO Thaumatin-like protein 1a OS=Malus domestica OX=3750 GN=TL1 PE=1 SV=1
LITCHI021914	LITCHI021914.m1	Q8LAP8	Dof zinc finger protein DOF4.6	47.8	347	289	342	1.2006920415224913	1.0146198830409356	2.45e-65	211	sp|Q8LAP8|DOF46_ARATH	sp|Q8LAP8|DOF46_ARATH Dof zinc finger protein DOF4.6 OS=Arabidopsis thaliana OX=3702 GN=DOF4.6 PE=2 SV=2
LITCHI021914	LITCHI021914.m1	Q9SXG8	Dof zinc finger protein 1	40.3	380	289	378	1.314878892733564	1.0052910052910053	6.15e-59	195	sp|Q9SXG8|DOF1_ORYSJ	sp|Q9SXG8|DOF1_ORYSJ Dof zinc finger protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=DOF1 PE=2 SV=1
LITCHI021914	LITCHI021914.m1	Q43385	Dof zinc finger protein DOF3.7	43.4	339	289	296	1.1730103806228374	1.1452702702702702	9.22e-57	187	sp|Q43385|DOF37_ARATH	sp|Q43385|DOF37_ARATH Dof zinc finger protein DOF3.7 OS=Arabidopsis thaliana OX=3702 GN=DOF3.7 PE=1 SV=2
LITCHI021914	LITCHI021914.m1	Q84JQ8	Dof zinc finger protein DOF1.8	48.4	316	289	352	1.0934256055363323	0.8977272727272727	1.51e-56	188	sp|Q84JQ8|DOF18_ARATH	sp|Q84JQ8|DOF18_ARATH Dof zinc finger protein DOF1.8 OS=Arabidopsis thaliana OX=3702 GN=DOF1.8 PE=2 SV=1
LITCHI021914	LITCHI021914.m1	Q9ZPY0	Dof zinc finger protein DOF2.5	49.2	264	289	369	0.9134948096885813	0.7154471544715447	1.21e-52	179	sp|Q9ZPY0|DOF25_ARATH	sp|Q9ZPY0|DOF25_ARATH Dof zinc finger protein DOF2.5 OS=Arabidopsis thaliana OX=3702 GN=DOF2.5 PE=2 SV=3
LITCHI026129	LITCHI026129.m1	Q9SX99	Protein OSB1, mitochondrial	33.0	221	288	261	0.7673611111111112	0.8467432950191571	5.07e-29	114	sp|Q9SX99|OSB1_ARATH	sp|Q9SX99|OSB1_ARATH Protein OSB1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OSB1 PE=1 SV=1
LITCHI026129	LITCHI026129.m1	Q8GXH3	Protein OSB2, chloroplastic	34.1	217	288	371	0.7534722222222222	0.5849056603773585	3.47e-24	103	sp|Q8GXH3|OSB2_ARATH	sp|Q8GXH3|OSB2_ARATH Protein OSB2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=OSB2 PE=1 SV=2
LITCHI026129	LITCHI026129.m1	Q8GWJ4	Protein OSB3, chloroplastic/mitochondrial	28.4	282	288	440	0.9791666666666666	0.6409090909090909	2.72e-21	96.3	sp|Q8GWJ4|OSB3_ARATH	sp|Q8GWJ4|OSB3_ARATH Protein OSB3, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OSB3 PE=2 SV=1
LITCHI026129	LITCHI026129.m1	Q9FYJ2	Protein OSB4, chloroplastic	26.6	233	288	360	0.8090277777777778	0.6472222222222223	5.58e-19	89.0	sp|Q9FYJ2|OSB4_ARATH	sp|Q9FYJ2|OSB4_ARATH Protein OSB4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=OSB4 PE=2 SV=1
LITCHI028928	LITCHI028928.m2	Q2V3H0	Pentatricopeptide repeat-containing protein At4g18975, chloroplastic	72.9	210	282	287	0.7446808510638298	0.7317073170731707	3.42e-108	318	sp|Q2V3H0|PP322_ARATH	sp|Q2V3H0|PP322_ARATH Pentatricopeptide repeat-containing protein At4g18975, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At4g18975 PE=2 SV=2
LITCHI028928	LITCHI028928.m2	Q8LG95	Pentatricopeptide repeat-containing protein At4g21190	44.8	203	282	307	0.7198581560283688	0.6612377850162866	4.43e-55	183	sp|Q8LG95|PP332_ARATH	sp|Q8LG95|PP332_ARATH Pentatricopeptide repeat-containing protein At4g21190 OS=Arabidopsis thaliana OX=3702 GN=EMB1417 PE=2 SV=1
LITCHI002040	LITCHI002040.m1	P93004	Aquaporin PIP2-7	87.9	281	281	280	1.0	1.0035714285714286	2.36e-181	503	sp|P93004|PIP27_ARATH	sp|P93004|PIP27_ARATH Aquaporin PIP2-7 OS=Arabidopsis thaliana OX=3702 GN=PIP2-7 PE=1 SV=2
LITCHI002040	LITCHI002040.m1	Q9ZVX8	Probable aquaporin PIP2-8	87.5	281	281	278	1.0	1.0107913669064748	4.95e-178	494	sp|Q9ZVX8|PIP28_ARATH	sp|Q9ZVX8|PIP28_ARATH Probable aquaporin PIP2-8 OS=Arabidopsis thaliana OX=3702 GN=PIP2-8 PE=1 SV=1
LITCHI002040	LITCHI002040.m1	P42767	Aquaporin PIP-type	85.1	282	281	282	1.00355871886121	1.0	4.70e-177	492	sp|P42767|PIP1_ATRCA	sp|P42767|PIP1_ATRCA Aquaporin PIP-type OS=Atriplex canescens OX=35922 PE=2 SV=1
LITCHI002040	LITCHI002040.m1	A0A6M3QG69	Aquaporin PIP2-7	84.5	283	281	282	1.00711743772242	1.00354609929078	3.22e-168	469	sp|A0A6M3QG69|PIP27_MUSAC	sp|A0A6M3QG69|PIP27_MUSAC Aquaporin PIP2-7 OS=Musa acuminata OX=4641 GN=PIP2-7 PE=1 SV=1
LITCHI002040	LITCHI002040.m1	Q7XLR1	Probable aquaporin PIP2-6	82.0	283	281	282	1.00711743772242	1.00354609929078	3.22e-168	469	sp|Q7XLR1|PIP26_ORYSJ	sp|Q7XLR1|PIP26_ORYSJ Probable aquaporin PIP2-6 OS=Oryza sativa subsp. japonica OX=39947 GN=PIP2-6 PE=2 SV=2
LITCHI001700	LITCHI001700.m1	P0DXK7	Fe(II)/2-oxoglutarate-dependent dioxygenase 4	35.0	280	277	361	1.0108303249097472	0.775623268698061	3.48e-49	169	sp|P0DXK7|2OGD4_PHLTE	sp|P0DXK7|2OGD4_PHLTE Fe(II)/2-oxoglutarate-dependent dioxygenase 4 OS=Phlegmariurus tetrastichus OX=1263146 GN=2OGD4 PE=1 SV=1
LITCHI001700	LITCHI001700.m1	Q9LIF4	Protein LATERAL BRANCHING OXIDOREDUCTASE 1	38.6	249	277	364	0.8989169675090253	0.6840659340659341	2.06e-48	167	sp|Q9LIF4|LBO1_ARATH	sp|Q9LIF4|LBO1_ARATH Protein LATERAL BRANCHING OXIDOREDUCTASE 1 OS=Arabidopsis thaliana OX=3702 GN=LBO1 PE=1 SV=1
LITCHI001700	LITCHI001700.m1	Q9FFF6	Jasmonate-induced oxygenase 2	34.3	277	277	371	1.0	0.7466307277628033	3.27e-44	156	sp|Q9FFF6|JOX2_ARATH	sp|Q9FFF6|JOX2_ARATH Jasmonate-induced oxygenase 2 OS=Arabidopsis thaliana OX=3702 GN=JOX2 PE=1 SV=1
LITCHI001700	LITCHI001700.m1	Q05963	Naringenin,2-oxoglutarate 3-dioxygenase	34.1	264	277	356	0.9530685920577617	0.7415730337078652	4.61e-44	155	sp|Q05963|FL3H_CALCH	sp|Q05963|FL3H_CALCH Naringenin,2-oxoglutarate 3-dioxygenase OS=Callistephus chinensis OX=13379 GN=FHT PE=2 SV=1
LITCHI001700	LITCHI001700.m1	Q05965	Naringenin,2-oxoglutarate 3-dioxygenase (Fragment)	33.2	265	277	357	0.9566787003610109	0.742296918767507	4.71e-44	155	sp|Q05965|FL3H_MATIN	sp|Q05965|FL3H_MATIN Naringenin,2-oxoglutarate 3-dioxygenase (Fragment) OS=Matthiola incana OX=3724 GN=FHT PE=2 SV=1
LITCHI010987	LITCHI010987.m1	Q8L8T7	Cold-regulated protein 27	44.1	204	256	246	0.796875	0.8292682926829268	9.31e-33	122	sp|Q8L8T7|COR27_ARATH	sp|Q8L8T7|COR27_ARATH Cold-regulated protein 27 OS=Arabidopsis thaliana OX=3702 GN=COR27 PE=1 SV=1
LITCHI013895	LITCHI013895.m1	Q9SXS8	Ethylene-responsive transcription factor 3	56.3	261	255	225	1.0235294117647058	1.16	1.07e-75	232	sp|Q9SXS8|ERF3_TOBAC	sp|Q9SXS8|ERF3_TOBAC Ethylene-responsive transcription factor 3 OS=Nicotiana tabacum OX=4097 GN=ERF3 PE=2 SV=1
LITCHI013895	LITCHI013895.m1	Q9LDE4	Ethylene-responsive transcription factor 7	54.8	263	255	244	1.031372549019608	1.0778688524590163	6.48e-74	228	sp|Q9LDE4|ERF83_ARATH	sp|Q9LDE4|ERF83_ARATH Ethylene-responsive transcription factor 7 OS=Arabidopsis thaliana OX=3702 GN=ERF7 PE=1 SV=1
LITCHI013895	LITCHI013895.m1	O80339	Ethylene-responsive transcription factor 3	54.7	256	255	225	1.003921568627451	1.1377777777777778	3.27e-72	223	sp|O80339|ERF82_ARATH	sp|O80339|ERF82_ARATH Ethylene-responsive transcription factor 3 OS=Arabidopsis thaliana OX=3702 GN=ERF3 PE=1 SV=1
