gene_id	contig	strand	tss_1based	window_bp	start_0based	end_0based	sequence_length	fraction_non_n	gc_fraction	mean_normalized_count	uniform_gene_qc_status	frozen_gene
LITCHI027275	HOST_Chr3	-	21272947	2000	21272947	21274947	2000	1.0	0.3095	nan	FAIL	False
LITCHI027276	HOST_Chr3	-	21307288	1000	21307288	21308288	1000	1.0	0.205	925.6718571856735	PASS	False
LITCHI027276	HOST_Chr3	-	21307288	2000	21307288	21309288	2000	1.0	0.2515	925.6718571856735	PASS	False
LITCHI027277	HOST_Chr3	-	21317827	1000	21317827	21318827	1000	1.0	0.226	1357.005089900863	PASS	False
LITCHI027277	HOST_Chr3	-	21317827	2000	21317827	21319827	2000	1.0	0.28	1357.005089900863	PASS	False
LITCHI027278	HOST_Chr3	-	21319748	1000	21319748	21320748	1000	1.0	0.362	nan	PASS	False
LITCHI027278	HOST_Chr3	-	21319748	2000	21319748	21321748	2000	1.0	0.3565	nan	PASS	False
LITCHI027279	HOST_Chr3	-	21337830	1000	21337830	21338830	1000	1.0	0.252	nan	PASS	False
LITCHI027279	HOST_Chr3	-	21337830	2000	21337830	21339830	2000	1.0	0.275	nan	PASS	False
LITCHI027280	HOST_Chr3	+	21399448	1000	21398447	21399447	1000	1.0	0.307	206.07529067579293	PASS	False
LITCHI027280	HOST_Chr3	+	21399448	2000	21397447	21399447	2000	1.0	0.315	206.07529067579293	PASS	False
LITCHI027281	HOST_Chr3	+	21467400	1000	21466399	21467399	1000	1.0	0.287	nan	PASS	False
LITCHI027281	HOST_Chr3	+	21467400	2000	21465399	21467399	2000	1.0	0.2765	nan	PASS	False
LITCHI027282	HOST_Chr3	+	21472781	1000	21471780	21472780	1000	1.0	0.319	nan	PASS	False
LITCHI027282	HOST_Chr3	+	21472781	2000	21470780	21472780	2000	1.0	0.3065	nan	PASS	False
LITCHI027283	HOST_Chr3	-	21533860	1000	21533860	21534860	1000	1.0	0.321	123.69195984519713	PASS	False
LITCHI027283	HOST_Chr3	-	21533860	2000	21533860	21535860	2000	1.0	0.2865	123.69195984519713	PASS	False
LITCHI027284	HOST_Chr3	-	21538785	1000	21538785	21539785	1000	1.0	0.309	585.6620703024247	PASS	False
LITCHI027284	HOST_Chr3	-	21538785	2000	21538785	21540785	2000	1.0	0.306	585.6620703024247	PASS	False
LITCHI027285	HOST_Chr3	-	21572878	1000	21572878	21573878	1000	1.0	0.282	1665.9635685084227	PASS	False
LITCHI027285	HOST_Chr3	-	21572878	2000	21572878	21574878	2000	1.0	0.2885	1665.9635685084227	PASS	False
LITCHI027286	HOST_Chr3	-	21668780	1000	21668780	21669780	1000	1.0	0.29	901.2999368991686	PASS	False
LITCHI027286	HOST_Chr3	-	21668780	2000	21668780	21670780	2000	1.0	0.352	901.2999368991686	PASS	False
LITCHI027287	HOST_Chr3	+	21732664	1000	21731663	21732663	1000	1.0	0.327	708.2771437600502	PASS	False
LITCHI027287	HOST_Chr3	+	21732664	2000	21730663	21732663	2000	1.0	0.315	708.2771437600502	PASS	False
LITCHI027288	HOST_Chr3	+	21773490	1000	21772489	21773489	1000	1.0	0.303	29.393599371653547	FAIL	False
LITCHI027288	HOST_Chr3	+	21773490	2000	21771489	21773489	2000	1.0	0.322	29.393599371653547	FAIL	False
LITCHI027289	HOST_Chr3	-	21806277	1000	21806277	21807277	1000	1.0	0.342	24.002790677567205	PASS	False
LITCHI027289	HOST_Chr3	-	21806277	2000	21806277	21808277	2000	1.0	0.372	24.002790677567205	PASS	False
LITCHI027290	HOST_Chr3	+	21807756	1000	21806755	21807755	1000	1.0	0.378	nan	PASS	False
LITCHI027290	HOST_Chr3	+	21807756	2000	21805755	21807755	2000	1.0	0.3505	nan	PASS	False
LITCHI027291	HOST_Chr3	-	21865195	1000	21865195	21866195	1000	1.0	0.341	186.4912937038163	PASS	False
LITCHI027291	HOST_Chr3	-	21865195	2000	21865195	21867195	2000	1.0	0.3475	186.4912937038163	PASS	False
LITCHI027292	HOST_Chr3	-	21868692	1000	21868692	21869692	1000	1.0	0.292	7455.53780603483	PASS	False
LITCHI027292	HOST_Chr3	-	21868692	2000	21868692	21870692	2000	1.0	0.359	7455.53780603483	PASS	False
LITCHI027293	HOST_Chr3	+	21898047	1000	21897046	21898046	1000	1.0	0.345	nan	FAIL	False
LITCHI027293	HOST_Chr3	+	21898047	2000	21896046	21898046	2000	1.0	0.278	nan	FAIL	False
LITCHI027294	HOST_Chr3	+	21907897	1000	21906896	21907896	1000	1.0	0.252	nan	PASS	False
LITCHI027294	HOST_Chr3	+	21907897	2000	21905896	21907896	2000	1.0	0.2585	nan	PASS	False
LITCHI027295	HOST_Chr3	-	21930193	1000	21930193	21931193	1000	1.0	0.435	nan	FAIL	False
LITCHI027295	HOST_Chr3	-	21930193	2000	21930193	21932193	2000	1.0	0.425	nan	FAIL	False
LITCHI027296	HOST_Chr3	+	21995564	1000	21994563	21995563	1000	1.0	0.343	nan	FAIL	False
LITCHI027296	HOST_Chr3	+	21995564	2000	21993563	21995563	2000	1.0	0.357	nan	FAIL	False
LITCHI027297	HOST_Chr3	-	22007045	1000	22007045	22008045	1000	1.0	0.372	24.881365818666122	FAIL	False
LITCHI027297	HOST_Chr3	-	22007045	2000	22007045	22009045	2000	1.0	0.3545	24.881365818666122	FAIL	False
LITCHI027298	HOST_Chr3	+	22007204	1000	22006203	22007203	1000	1.0	0.349	nan	FAIL	False
LITCHI027298	HOST_Chr3	+	22007204	2000	22005203	22007203	2000	1.0	0.35	nan	FAIL	False
LITCHI027299	HOST_Chr3	-	22015999	1000	22015999	22016999	1000	1.0	0.326	28.887870397821594	FAIL	False
LITCHI027299	HOST_Chr3	-	22015999	2000	22015999	22017999	2000	1.0	0.3585	28.887870397821594	FAIL	False
LITCHI027300	HOST_Chr3	-	22019352	1000	22019352	22020352	1000	1.0	0.368	190.98832397790662	PASS	False
LITCHI027300	HOST_Chr3	-	22019352	2000	22019352	22021352	2000	1.0	0.35	190.98832397790662	PASS	False
LITCHI027301	HOST_Chr3	-	22025750	1000	22025750	22026750	1000	1.0	0.346	5.636401903670497	PASS	False
LITCHI027301	HOST_Chr3	-	22025750	2000	22025750	22027750	2000	1.0	0.321	5.636401903670497	PASS	False
LITCHI027302	HOST_Chr3	-	22029132	1000	22029132	22030132	1000	1.0	0.268	nan	PASS	False
LITCHI027302	HOST_Chr3	-	22029132	2000	22029132	22031132	2000	1.0	0.2485	nan	PASS	False
LITCHI027303	HOST_Chr3	-	22040627	1000	22040627	22041627	1000	1.0	0.318	nan	PASS	False
LITCHI027303	HOST_Chr3	-	22040627	2000	22040627	22042627	2000	1.0	0.3275	nan	PASS	False
LITCHI027304	HOST_Chr3	+	22051449	1000	22050448	22051448	1000	1.0	0.229	188.29168308708554	PASS	True
LITCHI027304	HOST_Chr3	+	22051449	2000	22049448	22051448	2000	1.0	0.244	188.29168308708554	PASS	True
LITCHI027305	HOST_Chr3	+	22057970	1000	22056969	22057969	1000	1.0	0.273	15.120895012248619	PASS	False
LITCHI027305	HOST_Chr3	+	22057970	2000	22055969	22057969	2000	1.0	0.3115	15.120895012248619	PASS	False
LITCHI027306	HOST_Chr3	+	22061740	1000	22060739	22061739	1000	1.0	0.259	69.22373109491497	PASS	False
LITCHI027306	HOST_Chr3	+	22061740	2000	22059739	22061739	2000	1.0	0.2985	69.22373109491497	PASS	False
LITCHI027307	HOST_Chr3	-	22103776	1000	22103776	22104776	1000	1.0	0.257	nan	FAIL	False
LITCHI027307	HOST_Chr3	-	22103776	2000	22103776	22105776	2000	1.0	0.2635	nan	FAIL	False
LITCHI027308	HOST_Chr3	+	22108899	1000	22107898	22108898	1000	1.0	0.214	nan	PASS	False
LITCHI027308	HOST_Chr3	+	22108899	2000	22106898	22108898	2000	1.0	0.2345	nan	PASS	False
LITCHI027309	HOST_Chr3	+	22141670	1000	22140669	22141669	1000	1.0	0.35	nan	PASS	False
LITCHI027309	HOST_Chr3	+	22141670	2000	22139669	22141669	2000	1.0	0.3525	nan	PASS	False
LITCHI027310	HOST_Chr3	+	22147512	1000	22146511	22147511	1000	1.0	0.435	nan	FAIL	False
LITCHI027310	HOST_Chr3	+	22147512	2000	22145511	22147511	2000	1.0	0.4015	nan	FAIL	False
LITCHI027311	HOST_Chr3	+	22149094	1000	22148093	22149093	1000	1.0	0.354	nan	FAIL	False
LITCHI027311	HOST_Chr3	+	22149094	2000	22147093	22149093	2000	1.0	0.3685	nan	FAIL	False
LITCHI027312	HOST_Chr3	-	22168715	1000	22168715	22169715	1000	1.0	0.416	nan	FAIL	False
LITCHI027312	HOST_Chr3	-	22168715	2000	22168715	22170715	2000	1.0	0.356	nan	FAIL	False
LITCHI027313	HOST_Chr3	-	22219952	1000	22219952	22220952	1000	1.0	0.271	nan	PASS	False
LITCHI027313	HOST_Chr3	-	22219952	2000	22219952	22221952	2000	1.0	0.2535	nan	PASS	False
LITCHI027314	HOST_Chr3	+	22242680	1000	22241679	22242679	1000	1.0	0.36	nan	PASS	False
LITCHI027314	HOST_Chr3	+	22242680	2000	22240679	22242679	2000	1.0	0.3445	nan	PASS	False
LITCHI027315	HOST_Chr3	-	22278343	1000	22278343	22279343	1000	1.0	0.312	155.69677028696745	FAIL	False
LITCHI027315	HOST_Chr3	-	22278343	2000	22278343	22280343	2000	1.0	0.3045	155.69677028696745	FAIL	False
LITCHI027316	HOST_Chr3	-	22371033	1000	22371033	22372033	1000	1.0	0.265	83.4846758303721	PASS	False
LITCHI027316	HOST_Chr3	-	22371033	2000	22371033	22373033	2000	1.0	0.238	83.4846758303721	PASS	False
LITCHI027317	HOST_Chr3	+	22377094	1000	22376093	22377093	1000	1.0	0.297	81.96657234897842	PASS	False
LITCHI027317	HOST_Chr3	+	22377094	2000	22375093	22377093	2000	1.0	0.264	81.96657234897842	PASS	False
LITCHI027318	HOST_Chr3	+	22379673	1000	22378672	22379672	1000	1.0	0.347	199.64119146406603	FAIL	False
LITCHI027318	HOST_Chr3	+	22379673	2000	22377672	22379672	2000	1.0	0.3535	199.64119146406603	FAIL	False
LITCHI027319	HOST_Chr3	-	22392141	1000	22392141	22393141	1000	1.0	0.293	14.015965444436967	FAIL	False
LITCHI027319	HOST_Chr3	-	22392141	2000	22392141	22394141	2000	1.0	0.315	14.015965444436967	FAIL	False
LITCHI027320	HOST_Chr3	+	22387673	1000	22386672	22387672	1000	1.0	0.34	nan	FAIL	False
LITCHI027320	HOST_Chr3	+	22387673	2000	22385672	22387672	2000	1.0	0.341	nan	FAIL	False
LITCHI027321	HOST_Chr3	-	22393494	1000	22393494	22394494	1000	1.0	0.298	nan	FAIL	False
LITCHI027321	HOST_Chr3	-	22393494	2000	22393494	22395494	2000	1.0	0.39	nan	FAIL	False
LITCHI027322	HOST_Chr3	-	22396939	1000	22396939	22397939	1000	1.0	0.32	2858.444782644543	FAIL	False
LITCHI027322	HOST_Chr3	-	22396939	2000	22396939	22398939	2000	0.75	0.3373333333333333	2858.444782644543	FAIL	False
LITCHI027323	HOST_Chr3	+	22398669	1000	22397668	22398668	1000	0.5	0.232	265.0079475924045	FAIL	False
LITCHI027323	HOST_Chr3	+	22398669	2000	22396668	22398668	2000	0.75	0.31733333333333336	265.0079475924045	FAIL	False
LITCHI027324	HOST_Chr3	-	22408293	1000	22408293	22409293	1000	1.0	0.295	36.68396996728956	FAIL	False
LITCHI027324	HOST_Chr3	-	22408293	2000	22408293	22410293	2000	1.0	0.315	36.68396996728956	FAIL	False
LITCHI027325	HOST_Chr3	+	22403826	1000	22402825	22403825	1000	1.0	0.339	nan	FAIL	False
LITCHI027325	HOST_Chr3	+	22403826	2000	22401825	22403825	2000	1.0	0.341	nan	FAIL	False
LITCHI027326	HOST_Chr3	-	22409645	1000	22409645	22410645	1000	1.0	0.297	nan	FAIL	False
LITCHI027326	HOST_Chr3	-	22409645	2000	22409645	22411645	2000	1.0	0.3895	nan	FAIL	False
LITCHI027327	HOST_Chr3	-	22413091	1000	22413091	22414091	1000	1.0	0.318	646.9991785947605	FAIL	False
LITCHI027327	HOST_Chr3	-	22413091	2000	22413091	22415091	2000	1.0	0.301	646.9991785947605	FAIL	False
LITCHI027328	HOST_Chr3	+	22429160	1000	22428159	22429159	1000	1.0	0.343	nan	PASS	False
LITCHI027328	HOST_Chr3	+	22429160	2000	22427159	22429159	2000	1.0	0.335	nan	PASS	False
LITCHI027329	HOST_Chr3	+	22443513	1000	22442512	22443512	1000	1.0	0.258	1015.8968278075736	PASS	False
LITCHI027329	HOST_Chr3	+	22443513	2000	22441512	22443512	2000	1.0	0.249	1015.8968278075736	PASS	False
LITCHI027330	HOST_Chr3	-	22472348	1000	22472348	22473348	1000	1.0	0.327	281.61935365073265	PASS	False
LITCHI027330	HOST_Chr3	-	22472348	2000	22472348	22474348	2000	1.0	0.35	281.61935365073265	PASS	False
LITCHI027331	HOST_Chr3	-	22478891	1000	22478891	22479891	1000	1.0	0.275	1306.2806634034923	PASS	False
LITCHI027331	HOST_Chr3	-	22478891	2000	22478891	22480891	2000	1.0	0.286	1306.2806634034923	PASS	False
LITCHI027332	HOST_Chr3	+	22496307	1000	22495306	22496306	1000	1.0	0.24	538.1806377468537	PASS	False
LITCHI027332	HOST_Chr3	+	22496307	2000	22494306	22496306	2000	1.0	0.2445	538.1806377468537	PASS	False
LITCHI027333	HOST_Chr3	+	22506019	1000	22505018	22506018	1000	1.0	0.202	871.1712677638275	PASS	False
LITCHI027333	HOST_Chr3	+	22506019	2000	22504018	22506018	2000	1.0	0.2475	871.1712677638275	PASS	False
LITCHI027334	HOST_Chr3	+	22521320	1000	22520319	22521319	1000	1.0	0.293	26.87361062047284	PASS	False
LITCHI027334	HOST_Chr3	+	22521320	2000	22519319	22521319	2000	1.0	0.26	26.87361062047284	PASS	False
LITCHI027335	HOST_Chr3	+	22521946	1000	22520945	22521945	1000	1.0	0.517	74.78925802945636	PASS	False
LITCHI027335	HOST_Chr3	+	22521946	2000	22519945	22521945	2000	1.0	0.384	74.78925802945636	PASS	False
LITCHI027336	HOST_Chr3	-	22556533	1000	22556533	22557533	1000	1.0	0.348	224.36564155606487	PASS	False
LITCHI027336	HOST_Chr3	-	22556533	2000	22556533	22558533	2000	1.0	0.3555	224.36564155606487	PASS	False
LITCHI027337	HOST_Chr3	-	22569937	1000	22569937	22570937	1000	1.0	0.252	2364.1027516774575	PASS	False
LITCHI027337	HOST_Chr3	-	22569937	2000	22569937	22571937	2000	1.0	0.255	2364.1027516774575	PASS	False
LITCHI027338	HOST_Chr3	+	22571820	1000	22570819	22571819	1000	1.0	0.24	552.5931725993901	PASS	True
LITCHI027338	HOST_Chr3	+	22571820	2000	22569819	22571819	2000	1.0	0.254	552.5931725993901	PASS	True
LITCHI027339	HOST_Chr3	-	22582979	1000	22582979	22583979	1000	1.0	0.361	5.112099297255367	PASS	False
LITCHI027339	HOST_Chr3	-	22582979	2000	22582979	22584979	2000	1.0	0.3585	5.112099297255367	PASS	False
LITCHI027340	HOST_Chr3	-	22593602	1000	22593602	22594602	1000	1.0	0.311	515.2890990293089	PASS	False
LITCHI027340	HOST_Chr3	-	22593602	2000	22593602	22595602	2000	1.0	0.307	515.2890990293089	PASS	False
LITCHI027341	HOST_Chr3	+	22603158	1000	22602157	22603157	1000	1.0	0.249	188.50036018764368	PASS	False
LITCHI027341	HOST_Chr3	+	22603158	2000	22601157	22603157	2000	1.0	0.276	188.50036018764368	PASS	False
LITCHI027342	HOST_Chr3	+	22634093	1000	22633092	22634092	1000	1.0	0.441	39.85654212365321	FAIL	False
LITCHI027342	HOST_Chr3	+	22634093	2000	22632092	22634092	2000	1.0	0.4495	39.85654212365321	FAIL	False
LITCHI027343	HOST_Chr3	-	22646052	1000	22646052	22647052	1000	1.0	0.285	186.0731900899149	FAIL	False
LITCHI027343	HOST_Chr3	-	22646052	2000	22646052	22648052	2000	1.0	0.276	186.0731900899149	FAIL	False
LITCHI027344	HOST_Chr3	-	22666204	1000	22666204	22667204	1000	1.0	0.287	2143.494652885292	PASS	False
LITCHI027344	HOST_Chr3	-	22666204	2000	22666204	22668204	2000	1.0	0.2905	2143.494652885292	PASS	False
LITCHI027345	HOST_Chr3	+	22668128	1000	22667127	22668127	1000	1.0	0.28	452.9466543120797	PASS	True
LITCHI027345	HOST_Chr3	+	22668128	2000	22666127	22668127	2000	1.0	0.285	452.9466543120797	PASS	True
LITCHI027346	HOST_Chr3	+	22675353	1000	22674352	22675352	1000	1.0	0.292	nan	FAIL	False
LITCHI027346	HOST_Chr3	+	22675353	2000	22673352	22675352	2000	1.0	0.3115	nan	FAIL	False
LITCHI027347	HOST_Chr3	-	22684710	1000	22684710	22685710	1000	1.0	0.251	691.5613636233468	FAIL	False
LITCHI027347	HOST_Chr3	-	22684710	2000	22684710	22686710	2000	1.0	0.2355	691.5613636233468	FAIL	False
LITCHI027348	HOST_Chr3	+	22689205	1000	22688204	22689204	1000	1.0	0.218	368.80656053806865	PASS	False
LITCHI027348	HOST_Chr3	+	22689205	2000	22687204	22689204	2000	1.0	0.221	368.80656053806865	PASS	False
LITCHI027349	HOST_Chr3	-	22696160	1000	22696160	22697160	1000	1.0	0.321	270.3050208370192	PASS	False
LITCHI027349	HOST_Chr3	-	22696160	2000	22696160	22698160	2000	1.0	0.315	270.3050208370192	PASS	False
LITCHI027350	HOST_Chr3	-	22707603	1000	22707603	22708603	1000	1.0	0.453	nan	FAIL	False
LITCHI027350	HOST_Chr3	-	22707603	2000	22707603	22709603	2000	1.0	0.368	nan	FAIL	False
LITCHI027351	HOST_Chr3	+	22750731	1000	22749730	22750730	1000	1.0	0.332	nan	PASS	False
LITCHI027351	HOST_Chr3	+	22750731	2000	22748730	22750730	2000	1.0	0.3325	nan	PASS	False
LITCHI027352	HOST_Chr3	-	22761816	1000	22761816	22762816	1000	1.0	0.342	nan	PASS	False
LITCHI027352	HOST_Chr3	-	22761816	2000	22761816	22763816	2000	1.0	0.366	nan	PASS	False
LITCHI027353	HOST_Chr3	-	22822089	1000	22822089	22823089	1000	1.0	0.375	nan	PASS	False
LITCHI027353	HOST_Chr3	-	22822089	2000	22822089	22824089	2000	1.0	0.3655	nan	PASS	False
LITCHI027354	HOST_Chr3	-	22823977	1000	22823977	22824977	1000	1.0	0.373	23.00704949848426	PASS	False
LITCHI027354	HOST_Chr3	-	22823977	2000	22823977	22825977	2000	1.0	0.4	23.00704949848426	PASS	False
LITCHI027355	HOST_Chr3	+	22871327	1000	22870326	22871326	1000	1.0	0.289	nan	PASS	False
LITCHI027355	HOST_Chr3	+	22871327	2000	22869326	22871326	2000	1.0	0.3005	nan	PASS	False
LITCHI027356	HOST_Chr3	+	22880695	1000	22879694	22880694	1000	1.0	0.307	nan	PASS	False
LITCHI027356	HOST_Chr3	+	22880695	2000	22878694	22880694	2000	1.0	0.2625	nan	PASS	False
LITCHI027357	HOST_Chr3	+	22884548	1000	22883547	22884547	1000	1.0	0.303	33.35071981598558	PASS	False
LITCHI027357	HOST_Chr3	+	22884548	2000	22882547	22884547	2000	1.0	0.3325	33.35071981598558	PASS	False
LITCHI027358	HOST_Chr3	+	22902599	1000	22901598	22902598	1000	1.0	0.342	nan	PASS	False
LITCHI027358	HOST_Chr3	+	22902599	2000	22900598	22902598	2000	1.0	0.33	nan	PASS	False
LITCHI027359	HOST_Chr3	+	22906065	1000	22905064	22906064	1000	1.0	0.199	150.45315063574694	PASS	False
LITCHI027359	HOST_Chr3	+	22906065	2000	22904064	22906064	2000	1.0	0.2325	150.45315063574694	PASS	False
LITCHI027360	HOST_Chr3	-	22933146	1000	22933146	22934146	1000	1.0	0.394	nan	PASS	False
LITCHI027360	HOST_Chr3	-	22933146	2000	22933146	22935146	2000	1.0	0.3665	nan	PASS	False
LITCHI027361	HOST_Chr3	+	22944652	1000	22943651	22944651	1000	1.0	0.232	73.6451615168132	PASS	False
LITCHI027361	HOST_Chr3	+	22944652	2000	22942651	22944651	2000	1.0	0.2875	73.6451615168132	PASS	False
LITCHI027362	HOST_Chr3	+	22967358	1000	22966357	22967357	1000	1.0	0.252	6378.801765711346	PASS	False
LITCHI027362	HOST_Chr3	+	22967358	2000	22965357	22967357	2000	1.0	0.24	6378.801765711346	PASS	False
LITCHI027363	HOST_Chr3	+	22980597	1000	22979596	22980596	1000	1.0	0.31	346.81562542157224	PASS	False
LITCHI027363	HOST_Chr3	+	22980597	2000	22978596	22980596	2000	1.0	0.361	346.81562542157224	PASS	False
LITCHI027364	HOST_Chr3	+	22984750	1000	22983749	22984749	1000	1.0	0.319	70.4354004474899	PASS	False
LITCHI027364	HOST_Chr3	+	22984750	2000	22982749	22984749	2000	1.0	0.3525	70.4354004474899	PASS	False
LITCHI027365	HOST_Chr3	-	23005224	1000	23005224	23006224	1000	1.0	0.244	266.8161309545243	PASS	False
LITCHI027365	HOST_Chr3	-	23005224	2000	23005224	23007224	2000	1.0	0.2975	266.8161309545243	PASS	False
LITCHI027366	HOST_Chr3	+	23018991	1000	23017990	23018990	1000	1.0	0.429	nan	PASS	False
LITCHI027366	HOST_Chr3	+	23018991	2000	23016990	23018990	2000	1.0	0.343	nan	PASS	False
LITCHI027367	HOST_Chr3	+	23019482	1000	23018481	23019481	1000	1.0	0.431	nan	PASS	False
LITCHI027367	HOST_Chr3	+	23019482	2000	23017481	23019481	2000	1.0	0.378	nan	PASS	False
LITCHI027368	HOST_Chr3	-	23040195	1000	23040195	23041195	1000	1.0	0.344	28.436639764757484	PASS	False
LITCHI027368	HOST_Chr3	-	23040195	2000	23040195	23042195	2000	1.0	0.3775	28.436639764757484	PASS	False
LITCHI027369	HOST_Chr3	+	23062935	1000	23061934	23062934	1000	1.0	0.273	nan	PASS	False
LITCHI027369	HOST_Chr3	+	23062935	2000	23060934	23062934	2000	1.0	0.2745	nan	PASS	False
LITCHI027370	HOST_Chr3	-	23071310	1000	23071310	23072310	1000	1.0	0.207	23.598831840268087	PASS	False
LITCHI027370	HOST_Chr3	-	23071310	2000	23071310	23073310	2000	1.0	0.2815	23.598831840268087	PASS	False
LITCHI027371	HOST_Chr3	+	23092411	1000	23091410	23092410	1000	1.0	0.367	154.26903782969205	PASS	False
LITCHI027371	HOST_Chr3	+	23092411	2000	23090410	23092410	2000	1.0	0.3195	154.26903782969205	PASS	False
LITCHI027372	HOST_Chr3	+	23097539	1000	23096538	23097538	1000	1.0	0.309	21.296975082345835	PASS	False
LITCHI027372	HOST_Chr3	+	23097539	2000	23095538	23097538	2000	1.0	0.295	21.296975082345835	PASS	False
LITCHI027373	HOST_Chr3	+	23102166	1000	23101165	23102165	1000	1.0	0.262	498.9486040521258	PASS	False
LITCHI027373	HOST_Chr3	+	23102166	2000	23100165	23102165	2000	1.0	0.268	498.9486040521258	PASS	False
LITCHI027374	HOST_Chr3	-	23108635	1000	23108635	23109635	1000	1.0	0.275	nan	PASS	False
LITCHI027374	HOST_Chr3	-	23108635	2000	23108635	23110635	2000	1.0	0.27	nan	PASS	False
LITCHI027375	HOST_Chr3	+	23115941	1000	23114940	23115940	1000	1.0	0.423	nan	FAIL	False
LITCHI027375	HOST_Chr3	+	23115941	2000	23113940	23115940	2000	1.0	0.4225	nan	FAIL	False
LITCHI027376	HOST_Chr3	-	23130356	1000	23130356	23131356	1000	1.0	0.285	nan	PASS	False
LITCHI027376	HOST_Chr3	-	23130356	2000	23130356	23132356	2000	1.0	0.286	nan	PASS	False
LITCHI027377	HOST_Chr3	-	23167831	1000	23167831	23168831	1000	1.0	0.29	4.085018538621809	PASS	False
LITCHI027377	HOST_Chr3	-	23167831	2000	23167831	23169831	2000	1.0	0.2745	4.085018538621809	PASS	False
LITCHI027378	HOST_Chr3	+	23186443	1000	23185442	23186442	1000	1.0	0.319	39.6426585623502	PASS	False
LITCHI027378	HOST_Chr3	+	23186443	2000	23184442	23186442	2000	1.0	0.3155	39.6426585623502	PASS	False
LITCHI027379	HOST_Chr3	-	23194199	1000	23194199	23195199	1000	1.0	0.265	9.010448348772163	PASS	False
LITCHI027379	HOST_Chr3	-	23194199	2000	23194199	23196199	2000	1.0	0.2865	9.010448348772163	PASS	False
LITCHI027380	HOST_Chr3	+	23203921	1000	23202920	23203920	1000	1.0	0.301	nan	PASS	False
LITCHI027380	HOST_Chr3	+	23203921	2000	23201920	23203920	2000	1.0	0.29	nan	PASS	False
LITCHI027381	HOST_Chr3	-	23214326	1000	23214326	23215326	1000	1.0	0.218	186.53368042381692	PASS	False
LITCHI027381	HOST_Chr3	-	23214326	2000	23214326	23216326	2000	1.0	0.2605	186.53368042381692	PASS	False
LITCHI027382	HOST_Chr3	-	23238974	1000	23238974	23239974	1000	1.0	0.293	22.628436773256034	PASS	False
LITCHI027382	HOST_Chr3	-	23238974	2000	23238974	23240974	2000	1.0	0.2505	22.628436773256034	PASS	False
LITCHI027383	HOST_Chr3	-	23254865	1000	23254865	23255865	1000	1.0	0.27	87.93700890143775	FAIL	False
LITCHI027383	HOST_Chr3	-	23254865	2000	23254865	23256865	2000	1.0	0.3265	87.93700890143775	FAIL	False
LITCHI027384	HOST_Chr3	+	23246814	1000	23245813	23246813	1000	1.0	0.332	nan	FAIL	False
LITCHI027384	HOST_Chr3	+	23246814	2000	23244813	23246813	2000	1.0	0.335	nan	FAIL	False
LITCHI027385	HOST_Chr3	-	23261381	1000	23261381	23262381	1000	1.0	0.267	1210.1315029624839	PASS	False
LITCHI027385	HOST_Chr3	-	23261381	2000	23261381	23263381	2000	1.0	0.2445	1210.1315029624839	PASS	False
LITCHI027386	HOST_Chr3	-	23272679	1000	23272679	23273679	1000	1.0	0.299	28.537861607884693	PASS	False
LITCHI027386	HOST_Chr3	-	23272679	2000	23272679	23274679	2000	1.0	0.313	28.537861607884693	PASS	False
LITCHI027387	HOST_Chr3	-	23281047	1000	23281047	23282047	1000	1.0	0.303	nan	PASS	False
LITCHI027387	HOST_Chr3	-	23281047	2000	23281047	23283047	2000	1.0	0.3435	nan	PASS	False
LITCHI027388	HOST_Chr3	+	23282209	1000	23281208	23282208	1000	1.0	0.258	nan	PASS	False
LITCHI027388	HOST_Chr3	+	23282209	2000	23280208	23282208	2000	1.0	0.322	nan	PASS	False
LITCHI027389	HOST_Chr3	+	23287143	1000	23286142	23287142	1000	1.0	0.347	nan	FAIL	False
LITCHI027389	HOST_Chr3	+	23287143	2000	23285142	23287142	2000	1.0	0.33	nan	FAIL	False
LITCHI027390	HOST_Chr3	-	23305394	1000	23305394	23306394	1000	1.0	0.28	457.95840088556935	FAIL	False
LITCHI027390	HOST_Chr3	-	23305394	2000	23305394	23307394	2000	1.0	0.3075	457.95840088556935	FAIL	False
LITCHI027391	HOST_Chr3	-	23310296	1000	23310296	23311296	1000	1.0	0.186	1274.2649775977934	PASS	False
LITCHI027391	HOST_Chr3	-	23310296	2000	23310296	23312296	2000	1.0	0.324	1274.2649775977934	PASS	False
LITCHI027392	HOST_Chr3	-	23369682	1000	23369682	23370682	1000	1.0	0.394	16.346194536701727	PASS	False
LITCHI027392	HOST_Chr3	-	23369682	2000	23369682	23371682	2000	1.0	0.3755	16.346194536701727	PASS	False
LITCHI027393	HOST_Chr3	-	23370210	1000	23370210	23371210	1000	1.0	0.351	nan	PASS	False
LITCHI027393	HOST_Chr3	-	23370210	2000	23370210	23372210	2000	1.0	0.3625	nan	PASS	False
LITCHI027394	HOST_Chr3	-	23375618	1000	23375618	23376618	1000	1.0	0.31	904.6154625491725	PASS	False
LITCHI027394	HOST_Chr3	-	23375618	2000	23375618	23377618	2000	1.0	0.3165	904.6154625491725	PASS	False
LITCHI027395	HOST_Chr3	-	23381372	1000	23381372	23382372	1000	1.0	0.219	266.90121038850214	PASS	False
LITCHI027395	HOST_Chr3	-	23381372	2000	23381372	23383372	2000	1.0	0.239	266.90121038850214	PASS	False
